accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,d_centre,instant_bookable_f,instant_bookable_t,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
4,1.0,2.0,1,1,1.0,52.3772964843,4.8546183554999995,2,3,3.0471710627186663,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3608136763,4.9401738066,3,2,3.436738972343157,1,0,0,0,1
2,1.0,1.0,1,1,1.0,52.360611575,4.8547575067,1,20,3.6672898953995943,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.4040420154,4.9008539569,2,22,2.7634794885081773,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.3733337312,4.8810189996,3,0,1.4083659464418499,1,0,1,0,0
1,1.0,1.0,4,1,4.0,52.3434952726,4.9018634427,1,12,3.969902828263947,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3669274915,4.875297712,1,29,2.130095946594462,1,0,1,0,0
4,1.0,2.0,42,2,43.0,52.4079835732,4.9336522154,4,2,3.952720024207093,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3504903446,4.8533403394,2,4,4.466786990696263,1,0,1,0,0
4,1.5,4.0,38,1,43.0,52.3655106997,4.899849105,2,10,1.5202673360577819,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3732860873,4.8735907207,2,9,1.871688153489427,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3641792864,4.8648848496,3,10,2.876726130787223,1,0,1,0,0
4,2.0,3.0,1,5,1.0,52.3532802951,4.9921242664,3,15,6.91728343669163,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3744921774,4.8806499375,2,58,1.3768337912335695,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3551907954,4.9036440744,2,7,2.6820813768924365,0,1,1,0,0
4,0.5,3.0,1,1,1.0,52.3519915716,4.9987099773,1,1,7.3835121932893735,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3655795576,4.9088350654,1,38,1.641423642448977,1,0,1,0,0
5,1.0,5.0,5,3,7.0,52.371780885,4.9029184311,7,3,0.8565497457113379,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3585762442,4.9132722498,2,24,2.4756401562691965,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3430467358,4.9018871691,2,2,4.0197704354348005,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3677914296,4.8506679822,15,80,3.5424008818534216,1,0,1,0,0
4,1.0,3.0,1,2,1.0,52.3889663589,4.8830029893999995,3,3,1.5563040850052225,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3804645628,4.8804421913,2,2,1.2958521609667784,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3717435169,4.9301249555,2,7,2.2406377775786983,1,0,1,0,0
4,1.0,0.0,1,2,1.0,52.3755827679,4.8884811161,2,11,0.8440146516149468,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3642861678,4.8640348881,2,27,2.917139621824426,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3732699808,4.8873443428000005,2,0,1.0511657134319323,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3463139435,4.8609474175,2,16,4.490661264644025,1,0,1,0,0
4,1.0,2.0,2,1,2.0,52.3528276663,4.9157825711,1,0,3.1324875815642015,1,0,1,0,0
5,1.0,3.0,1,1,1.0,52.3921833809,4.8726778305,3,5,2.318969689127831,1,0,1,0,0
4,1.0,3.0,2,4,2.0,52.3560490847,4.932236536,2,12,3.401026890421785,1,0,1,0,0
2,1.0,2.0,1,2,1.0,52.3618006045,4.9445411694,1,11,3.6195522623637073,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3503705027,4.938510835,1,2,4.157872899874978,1,0,0,1,0
3,1.0,1.0,1,2,1.0,52.3554431594,4.8888437109,1,1,2.7347968788094947,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.3603632301,4.9272908705,2,6,2.8195065350291926,1,0,0,1,0
4,1.5,2.0,28,2,36.0,52.3570819583,4.9427348153,2,0,3.8299191179857934,1,0,1,0,0
2,1.5,1.0,1,1,2.0,52.3580138088,4.921772348,3,10,2.7990959206902533,1,0,0,1,0
4,1.5,2.0,28,2,29.0,52.3529191728,4.9309858066,3,31,3.6202793630247467,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3508938528,4.9134772851,2,27,3.285587068982242,1,0,1,0,0
3,1.5,2.0,3,2,3.0,52.3908787758,4.9284870461,2,25,2.360357186999378,0,1,0,1,0
4,1.0,1.0,1,2,1.0,52.3559771324,4.8929343745,1,1,2.616816559140337,1,0,0,1,0
4,1.0,0.0,1,1,1.0,52.3623236385,4.8959177536,2,4,1.8892625272753267,0,1,1,0,0
2,1.0,0.0,1,1,1.0,52.3702625779,4.8494381125,2,3,3.5336650906216938,1,0,1,0,0
1,1.0,1.0,2,1,2.0,52.3826842342,4.847999834,1,0,3.5102204305745563,1,0,0,1,0
2,1.0,0.0,1,2,1.0,52.3909927694,4.9418439164,3,17,3.1616105718373486,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3408779338,4.9102194912,2,257,4.319818095273092,0,1,0,1,0
6,2.0,3.0,1,1,1.0,52.3372227116,4.7966168535,5,1,8.392611127107067,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3573829749,4.8932137414,2,0,2.4596421964717745,0,1,1,0,0
4,1.5,2.0,38,3,43.0,52.3526240689,4.9065161769,3,14,2.9909230020457875,1,0,1,0,0
2,1.0,1.0,4,1,4.0,52.3499973605,4.7842854863,30,15,8.46004846647229,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.377364483,4.8591174001,2,3,2.742211913508118,1,0,0,1,0
2,2.0,1.0,1,1,1.0,52.3693899571,4.8606706241,1,1,2.8461262393452467,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3754664016,4.8589572532,3,11,2.7766175719103074,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3610418437,4.8633026554,1,115,3.1741638921793776,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3642526657,4.8389081798,1,6,4.428998164047251,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.389294786,4.8857032942,2,25,1.4588006640091975,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3755988286,4.8876827638,2,4,0.8912488085953064,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3661727744,4.8745135383000004,1,0,2.224856198891044,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.360937023700004,4.893831483,2,21,2.0635280586242164,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.34135909,4.9017516678,3,2,4.20680199736378,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3639422711,4.9380221032,3,3,3.1186382089623272,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3617249096,4.9261363552,2,4,2.6550511158339503,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3670504134,4.8538089591,2,37,3.3763315275671926,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3634813061,4.8678339776,3,71,2.764505147537002,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3881287857,4.9200077417,3,23,1.7131280240262838,1,0,1,0,0
7,2.0,5.0,1,1,1.0,52.3714637795,4.9436964592,3,4,3.123280366961289,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3900518291,4.877003396,1,0,1.9419444396978758,1,0,1,0,0
3,0.0,1.0,2,2,2.0,52.3907805717,4.9413997004,3,13,3.1244327886565757,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.354560082,4.8679350489,3,15,3.472433373757236,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.36180059,4.9295218057,3,10,2.811022640537845,1,0,1,0,0
2,1.0,0.0,2,2,2.0,52.3774774175,4.9616971374,3,193,4.228149525999938,1,0,0,1,0
1,1.0,1.0,1,1,1.0,52.3542015072,4.85246317,3,1,4.226918586093548,1,0,0,1,0
4,1.0,3.0,1,1,1.0,52.4066460293,4.9281363258,2,1,3.619237054507058,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3886195467,4.8861215845,2,6,1.3831782473972325,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.377919705,4.8730043563,3,23,1.7982024609364025,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3877270569,4.9225703145,2,4,1.83398668972078,0,1,0,1,0
2,1.0,1.0,2,1,2.0,52.3653377363,4.8801706063,2,4,2.0190919295427494,1,0,0,1,0
2,1.0,1.0,1,1,2.0,52.3608711797,4.8955906497,3,360,2.0521786466182257,0,1,0,1,0
2,1.0,2.0,1,1,1.0,52.3531174368,5.007515759,2,3,7.885544112715762,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3528881403,4.8957646712,2,5,2.9332548023157203,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3704755715,4.8823318561,2,4,1.5110346249944862,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.369601699,4.8825956844,4,6,1.5619009859307653,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.36411713,4.9422670548,3,5,3.3543232919694255,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3727119881,4.9227515056,2,30,1.738082826948022,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.3765775589,4.8595319722,3,15,2.7221202933092568,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3615268365,4.8101055989,4,3,6.370437815711197,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3630489447,4.9093871927,4,1,1.9165521099123297,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3713266796,4.8751559246,3,18,1.8642453471808116,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3910330028,4.9440283873,3,3,3.298773086333041,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.369238672,4.8821284127,1,0,1.6126220389987866,0,1,0,1,0
4,2.0,2.0,1,4,1.0,52.3696703849,4.9000453906,3,55,1.0585780987959053,1,0,1,0,0
5,1.0,3.0,1,1,1.0,52.3707594399,4.9029471503,2,24,0.9666306223580527,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3719196086,4.8495970061,1,5,3.475910378163313,1,0,0,1,0
2,1.5,1.0,1,1,1.0,52.3707269091,4.8651332434,7,0,2.5096251313366866,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3526241671,4.8999830502,1,2,2.9522577281060363,1,0,0,1,0
4,1.5,2.0,1,2,1.0,52.3680470582,4.8631617279,1,15,2.754567708466689,1,0,1,0,0
1,1.0,1.0,2,1,2.0,52.3873882656,4.883071205,1,85,1.435798217054313,0,1,0,1,0
1,1.0,1.0,9,1,9.0,52.349265545,4.91369343,1,15,3.4632252067258347,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3816754891,4.8713978010000005,2,65,1.9215325901013132,0,1,1,0,0
2,1.0,1.0,2,1,2.0,52.3747553728,4.8792274736,2,8,1.4564287914177367,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3468735126,4.8474414799000005,3,14,5.034113063590856,1,0,1,0,0
4,2.0,4.0,1,1,1.0,52.3633853757,4.8226812313,3,1,5.49537794059781,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3665751378,4.8572527291,7,3,3.1864185673483587,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3609984346,4.9429431412,1,10,3.5779643966570576,1,0,0,1,0
4,1.0,2.0,1,2,1.0,52.3711665082,4.853362177,3,10,3.2499996175575796,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3526366684,4.8519882118,4,6,4.366876442013925,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3471931354,4.8465638587,3,1,5.050953209816232,1,0,0,1,0
3,1.0,0.0,1,2,1.0,52.3378446131,4.919425672,3,31,4.790600562515476,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.343566322,4.8611310502,4,9,4.735572161765287,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3498040928,4.8640158667,2,4,4.054385685323008,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3754638553,4.8715465124,25,47,1.9363732025017615,1,0,1,0,0
6,2.0,2.0,1,4,1.0,52.3705434517,4.8952818043,1,24,1.001124817555007,0,1,1,0,0
2,1.0,1.0,5,2,5.0,52.3751847278,4.8916004068,2,6,0.6929536308461801,0,1,0,1,0
4,1.0,2.0,1,1,1.0,52.3510995169,4.8591504729,1,88,4.149002854845578,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3605463548,4.9352783175,1,8,3.1948982167940065,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3430337956,4.8993726092,3,1,4.017753145673541,1,0,1,0,0
5,1.0,2.0,1,2,1.0,52.3749876195,4.8918923635,1,21,0.6924661228673569,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3841398115,4.851024056,2,2,3.3292447917017984,1,0,1,0,0
4,1.5,2.0,1,4,1.0,52.3488684939,4.8909189504,5,12,3.418520622531583,0,1,1,0,0
2,1.0,1.0,1,2,1.0,52.3512267597,4.9117519992,2,29,3.217816228772087,0,1,0,1,0
3,1.5,2.0,1,1,1.0,52.3574423589,4.8584508153,3,0,3.6839398683344298,1,0,1,0,0
2,1.5,1.0,1,2,1.0,52.3925720113,4.8766175391,2,11,2.146130952222107,1,0,1,0,0
4,1.5,1.0,1,1,1.0,52.3567977829,4.8961670813,2,0,2.4980626119582934,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3586301754,4.9410754884,3,13,3.633641294772447,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3458795364,4.9139905439,1,0,3.831109502647487,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3823360542,4.8549970112,2,11,3.0342674403663716,1,0,0,1,0
2,1.0,0.0,1,1,2.0,52.3679125793,4.8724352129,1,1,2.219133430856184,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3847543542,4.930247734,2,18,2.1798739961951723,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.362692424,4.8438297675,2,2,4.194213735141647,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3751665919,4.8436228088,3,15,3.812185110157099,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3785599961,4.9773857753,2,1,5.288516723569629,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3698570398,4.8655158299,2,19,2.5237577380269767,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.370164487,4.8822173721,1,15,1.539303531131076,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.366665407,4.9272684535,2,5,2.3459794119789383,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3839880386,4.8513061982,2,85,3.3076159181465803,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3789907716,4.8876657701,5,18,0.7983933412335992,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3847681823,4.8755856568,2,4,1.7321875065400538,1,0,1,0,0
4,1.0,4.0,1,4,1.0,52.3690006393,4.8814722842,2,3,1.6632011546839751,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3429851201,4.9233663009,4,11,4.338683885467833,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3591392552,4.8526168678,3,0,3.879844569308776,1,0,1,0,0
2,1.0,2.0,1,2,1.0,52.3431950999,4.8617462473,1,22,4.747496779811283,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.362301932,4.8537638718,3,8,3.622374606268137,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3837628924,4.87286516,4,0,1.8722962431003825,1,0,1,0,0
6,1.0,3.0,1,4,1.0,52.3924968846,4.9316256809,3,7,2.637230261993378,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3622770646,4.9831281956,1,4,5.981542440033832,1,0,0,1,0
4,1.0,2.0,1,2,1.0,52.3450445084,4.8997118061,2,4,3.794358353739769,1,0,1,0,0
5,1.0,2.0,1,1,1.0,52.3665864284,4.8355815823,2,2,4.552564230324288,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3895168243,4.8762496302,2,20,1.9466208338814108,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3709386489,4.869147361,6,39,2.2497528913082534,1,0,1,0,0
2,2.0,1.0,1,1,1.0,52.3563036318,4.9038947784,2,6,2.561111228146011,1,0,1,0,0
2,1.0,1.0,4,2,4.0,52.3561951101,4.8890546104,2,7,2.650422607025588,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3692036225,4.8328804443,1,5,4.6492852604947945,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3623883551,4.8764043654,2,5,2.434411204202031,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3922340996,4.8753772613,2,15,2.1824335604242786,1,0,1,0,0
3,1.0,0.0,1,1,1.0,52.3704461276,4.9698897169,4,2,4.877736134408066,1,0,1,0,0
2,1.0,1.0,4,2,4.0,52.3714732599,4.9121580711,4,3,1.2168119163729056,1,0,1,0,0
2,1.0,1.0,1,1,2.0,52.3660030749,4.9446402474,1,3,3.399233701318085,1,0,0,1,0
4,1.0,1.0,1,2,1.0,52.3718512925,4.8790451151,2,14,1.605464344795721,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3714933603,4.8627640286,4,14,2.6303964027823437,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3903338758,4.8783657936,2,14,1.8908182186210152,1,0,1,0,0
2,1.0,1.0,3,1,3.0,52.3483259425,4.8345301457000005,2,77,5.581955748291712,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3561206847,4.8999199151,2,13,2.563683798869624,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3648880239,4.8533250265,2,3,3.5086214343598465,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3787285768,4.989368667,2,0,6.101115899936198,0,1,1,0,0
4,1.0,2.0,1,1,1.0,52.3778945779,4.932759523,6,0,2.265425566709592,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3641939167,4.9243925367,1,7,2.3758642510456327,1,0,1,0,0
6,1.0,3.0,1,4,1.0,52.3729646667,4.8452713333,3,38,3.738688204698097,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3623185832,4.8539035795,2,0,3.6133093681069166,1,0,1,0,0
4,1.0,1.0,1,2,2.0,52.3685678386,4.8650274903,2,19,2.61547674736858,1,0,1,0,0
3,1.5,1.0,1,2,1.0,52.3641512135,4.8753963504,2,0,2.3348505822178605,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.381442096,4.8074516443,1,2,6.24422880846034,0,1,0,1,0
4,1.0,2.0,1,1,1.0,52.3753992064,4.855021206,3,0,3.0419356025431723,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3266478964,4.8700437831,1,3,6.169951487287314,1,0,0,0,1
2,1.0,1.0,1,1,4.0,52.382788884,4.9140172233,4,5,1.067219606385263,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3783348624,4.858673002,2,7,2.7664508230417177,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3824892439,4.9169195462,3,2,1.2416767537011852,1,0,0,1,0
2,1.0,2.0,1,2,1.0,52.3973577143,5.0044514131,1,156,7.403163981808954,1,0,1,0,0
6,1.5,3.0,1,4,1.0,52.3646062669,4.8375248947,2,11,4.501836860684,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3451322981,4.8482553258,2,12,5.136464654873085,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3569319829,4.8972683803,2,3,2.4776625428121104,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3734885835,4.8481814455,2,22,3.533945676035708,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3790356482,4.8361695722,4,10,4.291343744470766,1,0,1,0,0
2,1.0,1.0,91,1,103.0,52.3817690547,4.8731300771,2,1,1.8069469468078243,0,1,1,0,0
6,2.0,6.0,3,3,3.0,52.3900869613,4.9284875179,3,15,2.313140732700485,0,1,1,0,0
2,1.0,0.0,2,1,2.0,52.3542585011,4.889286414,2,38,2.854638668685218,1,0,1,0,0
4,1.5,2.0,1,4,1.0,52.3617247109,4.9069235374,3,3,2.006195563943561,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3617935771,4.8510305186,2,1,3.8105806601323566,1,0,1,0,0
3,1.0,0.0,1,2,1.0,52.353398285,4.9076219867,3,23,2.919390311022404,0,1,0,1,0
2,1.0,1.0,1,2,1.0,52.3232391368,4.9627126447,1,20,7.556909955402788,1,0,0,1,0
5,1.0,2.0,3,1,3.0,52.3821148588,4.8541691336,3,6,3.087378945855975,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.3708943474,4.8524719777000005,2,6,3.316403942627587,1,0,1,0,0
4,1.0,3.0,1,4,1.0,52.3528424763,4.9116791485,3,12,3.043435272767134,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3629306564,4.9073790876,2,199,1.8854697118247088,0,1,0,1,0
3,1.0,2.0,1,1,1.0,52.3826949296,4.8513421397,2,13,3.2851343382204954,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3385157554,4.9213852787,4,3,4.759063843977321,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3490486762,4.8595678251,2,14,4.305258141648012,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3771240905,4.8958343595,7,0,0.3349335744594528,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3437579492,4.9064867120999995,2,1,3.9662868319426323,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3862073067,4.9142779577,1,159,1.2737421925232104,0,1,0,1,0
2,1.5,1.0,1,1,1.0,52.3441702753,4.8610410756,2,0,4.682998771496389,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3636529775,4.8368340617,2,10,4.584472885991664,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3844152243,4.8798361647,2,4,1.4504698898022328,1,0,1,0,0
4,1.0,1.0,1,4,1.0,52.3673383583,4.9445377525000005,2,8,3.331526192711581,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3641677696,4.860209671,3,5,3.141228440344643,1,0,1,0,0
4,1.0,1.0,3,1,4.0,52.3533079942,4.9063013557,1,3,2.9135671645175867,1,0,0,0,1
4,1.0,4.0,2,1,2.0,52.3712094715,4.8930996028,3,3,0.9852792323449764,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3622524243,4.89785644,2,53,1.885108376245302,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.370148743,4.8498500593,2,5,3.5104538614129566,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3471885011,4.8937674622,2,14,3.5767666286411246,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3689512545,4.8742609669,2,3,2.0518691594619862,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3590794409,4.8784282065,2,14,2.650379454658739,1,0,0,1,0
3,1.0,1.0,1,2,1.0,52.351720232,4.9012386962,3,22,3.0549335293860045,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.327728751,4.8571108805000005,1,4,6.39940702183494,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3307561124,4.8741378407,2,2,5.649258808518697,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3543996115,4.9183572788,4,6,3.039359561050172,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3650143709,4.9327322209,2,3,2.754214960762096,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.355974181,4.900782979,5,9,2.581379906507082,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3731203209,4.9024614917000005,9,6,0.7050230349165234,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3556233445,4.8908690159,3,1,2.682402738718702,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3710952471,4.8496787606,2,3,3.4930059322925207,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3807365282,4.8698197527,5,1,2.015974889464792,1,0,1,0,0
4,1.0,4.0,1,1,1.0,52.3490643961,5.0019956676,3,3,7.723021679778951,1,0,1,0,0
4,1.0,2.0,4,1,4.0,52.3504297263,4.7849446731,1,7,8.400323004805202,1,0,0,1,0
3,1.0,1.0,2,2,2.0,52.3633943531,4.9257321013,3,0,2.502975539696841,0,1,0,1,0
2,1.0,0.0,1,1,1.0,52.3775151537,4.8705762911,2,165,1.9661977442177503,0,1,0,1,0
2,1.0,0.0,1,1,1.0,52.3698503569,4.8668745536,3,3,2.4403307896366213,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3546776853,4.8973934286,2,31,2.7273291664778907,1,0,1,0,0
3,2.0,1.0,1,1,1.0,52.3778083076,4.8217360259,1,31,5.2727088360946,1,0,0,1,0
4,1.0,2.0,1,2,1.0,52.3593550027,4.8548280086,2,10,3.743839814494518,1,0,1,0,0
2,0.0,1.0,1,2,1.0,52.3886584814,4.8831356366000005,2,0,1.5260887572044948,0,1,0,1,0
3,1.0,2.0,1,1,1.0,52.3783721884,4.8581786175,2,1,2.799829204768398,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3844095218,4.8779266874000005,3,9,1.5697775373845295,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3471159711,4.9231889714,2,12,3.911791369859889,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.370772831,4.8801667483,3,1,1.6070738283067703,0,1,0,1,0
4,1.0,2.0,8,1,8.0,52.3718923185,4.8976663359,3,0,0.8196343994337422,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3539945104,4.8823811621,3,0,3.029348921223909,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3518936924,4.8465630283,3,0,4.697822574880576,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3888115084,4.8900405547,2,15,1.2446213393141001,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.382404984,4.8579395638000005,2,16,2.8370441941489886,1,0,0,1,0
2,1.5,1.0,1,1,1.0,52.3634468545,4.8565410415,2,3,3.395281174712345,1,0,1,0,0
2,1.0,0.0,3,1,3.0,52.3617034584,4.8669522414,2,1,2.9379390031394093,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3664140841,4.8852035414,2,11,1.716686769859647,1,0,1,0,0
2,1.5,0.0,3,1,4.0,52.3628631564,4.89312871,2,67,1.8639196942030511,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3500614769,4.8879614074,2,2,3.3290546276717965,1,0,1,0,0
3,1.5,2.0,1,2,1.0,52.3821101357,4.8812775398,3,7,1.273456332857906,1,0,1,0,0
3,1.0,0.0,1,1,1.0,52.354998798,4.9263528248,3,5,3.250080161673871,1,0,1,0,0
4,1.5,4.0,1,4,1.0,52.3543552406,4.9907855955,3,4,6.785272545269293,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3609194353,4.866608723,2,65,3.013471013914351,1,0,1,0,0
4,1.0,2.0,2,3,2.0,52.3765351405,4.8379859458,1,11,4.178634817609692,1,0,1,0,0
5,1.0,3.0,1,1,1.0,52.3508246944,5.0008963099,3,3,7.572247937444853,1,0,1,0,0
4,2.0,4.0,1,4,1.0,52.3480668058,5.0116876188,4,3,8.365878373489549,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3707531848,4.8937685969,3,1,1.0130854990645164,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3823833357,4.91660733,3,2,1.2179788341568094,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3683263278,4.8628099915,3,5,2.7621951807229,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.4200588836,4.8953747481,2,81,4.549990095828054,0,1,0,1,0
