accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,d_centre,instant_bookable_f,instant_bookable_t,room_type_Entire home/apt,room_type_Private room,room_type_Shared room
2,1.5,1.0,1,1,1.0,52.3900456927,4.8796588141,2,2,1.8038828006918166,0,1,1,0,0
2,1.0,1.0,2,1,3.0,52.371876043,4.8764196615,1,56,1.759945362895879,1,0,0,1,0
6,2.0,2.0,1,4,1.0,52.3657442448,4.8597252927,2,66,3.080401244477091,1,0,1,0,0
4,1.0,1.0,2,3,2.0,52.3625310546,4.8672767676,3,74,2.8611013750159966,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3663164602,4.8507249527,3,0,3.600759419764145,0,1,1,0,0
3,1.0,2.0,1,1,1.0,52.3620125687,4.805983594,3,1,6.621267666511192,0,1,1,0,0
1,1.0,1.0,1,1,1.0,52.363141259,4.9086533188,2,1,1.889891514401374,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3556039695,4.8578100633,2,0,3.852858994777687,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3916475522,4.9073737302,2,1,1.4855764411000452,1,0,1,0,0
4,1.0,0.0,1,2,1.0,52.3754490682,4.846018844,1,8,3.647093256829765,1,0,1,0,0
9,2.0,5.0,1,6,1.0,52.3476101465,4.9998811124,3,24,7.666679005761093,1,0,1,0,0
4,2.0,2.0,3,2,3.0,52.3820135231,4.8895692878,2,25,0.7389191034027031,1,0,1,0,0
2,0.5,1.0,1,1,2.0,52.3600858355,4.8939529812,1,1,2.155133471368192,1,0,0,1,0
3,1.0,1.0,3,1,3.0,52.3831925807,4.8168950923,6,0,5.616171305743636,0,1,0,1,0
4,1.0,2.0,1,1,1.0,52.3231842364,4.9742498025,3,18,8.032660174955678,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3740376556,4.9449667017,2,27,3.141661118000444,1,0,0,1,0
3,1.0,2.0,1,1,1.0,52.359824307,4.9151869061,1,3,2.40281264242158,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3621239639,4.8597713371,1,2,3.29190189837183,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3615301018,4.8717176127,1,47,2.717779384063236,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3699203753,4.8750980573,2,2,1.9457496419177793,1,0,1,0,0
4,1.0,2.0,19,1,21.0,52.3620383041,4.9277834717,2,0,2.707908780387369,0,1,1,0,0
2,1.5,1.0,1,1,1.0,52.344870227,4.9025351119,3,5,3.819490640746741,1,0,1,0,0
3,1.5,1.0,15,1,15.0,52.3734066206,4.9000220725,1,27,0.6438174452010003,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3608979842,4.890852751,2,12,2.114278968897285,1,0,1,0,0
3,1.0,3.0,1,1,1.0,52.363275409,4.9827869962,2,4,5.925458925386451,1,0,1,0,0
2,1.0,1.0,2,2,2.0,52.3558065497,4.8799236012,1,68,2.916083741578936,0,1,0,1,0
2,1.5,2.0,1,1,1.0,52.375817197800004,4.8592210674,2,6,2.7533361694346095,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.369313125,4.8670151318,2,3,2.4577851423439845,1,0,1,0,0
4,1.5,3.0,1,4,1.0,52.3634000057,4.8887942434,3,5,1.8971722627778382,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3804770907,4.8474825707,2,2,3.526746345243558,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3620028924,4.8437421147,10,7,4.233598906910264,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3828374683,4.8879402257,3,14,0.8785795952200945,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3518467268,4.8639742753,3,3,3.8756236472426817,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.3638814333,4.8546142542,3,5,3.484122627733498,1,0,1,0,0
3,1.0,2.0,1,3,1.0,52.3704391353,4.868265518,3,1,2.3271652130922145,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3575956238,4.9149016021000005,3,34,2.619118244557325,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3711363801,4.8765226407,60,0,1.7933302328087357,1,0,1,0,0
3,2.0,2.0,1,2,1.0,52.3451012735,4.9120866947,3,15,3.8841395110557517,1,0,1,0,0
4,1.0,1.0,14,2,18.0,52.3792678882,4.8844399134,3,2,1.0169486184674177,1,0,0,1,0
4,1.0,2.0,1,1,1.0,52.3808712818,4.8533952984,3,15,3.1283365245731662,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.363968781,4.9085635538,6,3,1.8012702165691246,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3702400797,4.8643204537999996,4,1,2.5811998046384255,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3777298056,4.8485972391,3,16,3.4521462626032617,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3838577059,4.8855848743,2,129,1.0729633173045146,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3971134011,4.9406071958,2,0,3.4301699935007703,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3610444453,4.883591981,3,0,2.284820507594048,0,1,0,1,0
4,1.0,2.0,1,1,1.0,52.3505578918,4.9134975083,1,2,3.321728124683146,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3566940243,4.9071552168,2,12,2.554107633761144,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3658616985,4.9350304344,2,1,2.833142787916314,1,0,1,0,0
5,1.5,0.0,1,1,1.0,52.3776232298,4.9027062845,2,2,0.2822040613512923,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3811749647,4.8746806897,1,9,1.693328143597484,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3781331544,4.8490746435,2,16,3.4179497243000685,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3532035741,4.8850228111,2,4,3.048646130644182,0,1,1,0,0
3,1.0,1.0,1,2,1.0,52.3539242089,4.8719462505,2,30,3.370515387205785,1,0,1,0,0
1,1.0,1.0,1,1,1.0,52.3847579245,4.8932883608,3,7,0.7460391330694719,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3740309555,4.8637697311,2,2,2.48617932608407,1,0,1,0,0
4,1.0,2.0,3,1,3.0,52.3686250823,4.8983166988,1,11,1.1763481557388251,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.3604626812,4.86612768,3,17,3.0718335892362534,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3344448612,4.8899663655,3,28,5.0135182853186455,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3456527197,4.8693281562,2,10,4.249874293910103,0,1,1,0,0
2,1.0,0.0,1,1,1.0,52.355501265,4.8921056265,1,6,2.678818687637906,0,1,1,0,0
2,1.0,0.0,1,1,1.0,52.385796895,4.8906905495,2,91,0.9437599760158216,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3537380865,4.9411102043,2,27,3.9996328766745055,1,0,1,0,0
2,1.0,1.0,29,1,32.0,52.376923993,4.8449786084,2,0,3.7024068182807492,0,1,1,0,0
2,1.0,1.0,28,1,29.0,52.3512646126,4.8873235557,3,2,3.210015074699236,1,0,1,0,0
2,1.0,1.0,3,1,3.0,52.3594677912,4.8564222311,2,38,3.6494148439631604,0,1,0,1,0
4,1.0,1.0,4,1,4.0,52.3778437817,4.8926285924,3,51,0.48505411345744726,1,0,1,0,0
6,1.0,3.0,1,1,1.0,52.3055467466,4.9553847639,2,1,9.022209582957638,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3526428535,4.8480523661,4,4,4.566877108540122,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3634133963,4.944237683,2,4,3.509231845287068,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3770128029,4.8616155294,2,25,2.576627515732813,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3593333099,4.8415137248,3,8,4.506748585065016,1,0,0,1,0
2,1.0,1.0,2,1,2.0,52.3461628612,4.8901604898,2,3,3.7235608780742675,1,0,0,1,0
3,1.0,1.0,1,1,1.0,52.3843487209,4.8741140142,2,34,1.8104557500480534,1,0,0,1,0
2,2.0,1.0,2,1,2.0,52.3673828026,4.8533359217,1,0,3.3913052579361773,0,1,0,1,0
2,1.0,1.0,4,1,4.0,52.3686483178,4.8868862492,2,12,1.4478744556556276,1,0,0,1,0
2,1.0,0.0,3,1,3.0,52.3582294334,4.8192424935,2,105,5.918404803260382,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3720031122,4.8517626748,2,14,3.3309493051827954,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.3523816502,4.8925874948,2,10,3.0149455868412787,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3755098596,4.876764511,2,4,1.5910585268201882,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3687939166,4.9424332514,2,21,3.1377487198854888,0,1,1,0,0
2,1.0,1.0,1,2,1.0,52.3534381061,4.8894153874,2,14,2.941164166685625,1,0,1,0,0
4,1.5,2.0,1,2,1.0,52.3621096449,4.8633664111,1,0,3.0966893480694004,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3683854823,4.8360268232,2,12,4.465904780525188,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3571939918,4.8529670188,2,16,3.989142231222043,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3625462196,4.8578294247,2,0,3.3744905653429056,1,0,1,0,0
2,1.0,1.0,2,1,2.0,52.3657878967,4.9075003850000005,2,0,1.5866417734929343,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3743738094,4.8593835965,2,3,2.7689347601481122,1,0,0,1,0
4,1.0,2.0,1,2,1.0,52.37886757,4.8844410691,2,25,1.0174642110322594,1,0,1,0,0
4,1.0,4.0,1,3,1.0,52.3570915542,4.9945168014,4,3,6.9032137757274725,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3587956613,4.9122073572,3,6,2.42635380819061,1,0,1,0,0
6,1.0,2.0,1,1,1.0,52.3735494875,4.8884414633,4,0,0.9739286703414227,1,0,1,0,0
2,1.5,1.0,1,2,1.0,52.3733846737,4.8760222407,1,6,1.7140168523591437,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3703717704,4.8588869594,2,3,2.9198627011591856,1,0,1,0,0
4,1.0,2.0,2,4,2.0,52.349857706,4.83224512,2,0,5.604347684287836,1,0,1,0,0
2,2.0,1.0,1,1,1.0,52.3684312054,4.8572273166,1,14,3.1027578188105642,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3844465076,4.8793946365,2,8,1.4793311303989638,0,1,1,0,0
2,1.0,1.0,4,2,4.0,52.3548346929,4.8964105932,7,11,2.7141238846652973,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3780561965,4.8836446499,1,7,1.0782452167957808,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3670190688,4.9135145877,2,1,1.655866621664789,1,0,1,0,0
4,1.0,3.0,1,2,1.0,52.363260483,4.8660706709,4,2,2.873330148575425,1,0,1,0,0
4,1.0,2.0,4,5,4.0,52.3588168754,4.8958357377,3,51,2.2769593868823113,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3591888111,4.9375451646,4,7,3.409868216902507,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3738505735,4.8993913945,2,4,0.5932393348240173,1,0,1,0,0
2,1.0,1.0,3,2,3.0,52.3744687522,4.8845030953,4,137,1.1404652028833784,1,0,0,1,0
2,1.0,1.0,91,1,103.0,52.3573402059,4.9117857546,2,0,2.5685913555930635,0,1,1,0,0
4,1.0,1.0,4,2,3.0,52.3728111555,4.9009278244,1,13,0.7159759979569724,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3771757027,4.8506309981,2,2,3.3179470174412438,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3834021975,4.8352107788000005,1,4,4.381221928167407,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3504481825,4.8481928855,3,2,4.721115999764099,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3743200446,4.8639717407,2,0,2.4655905237657767,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3613973321,4.8482404144,2,0,3.9964898572808925,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.3228124309,4.9642933172,1,8,7.657165920174121,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3740102429,4.8625756991,1,17,2.565582265631272,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3552527772,4.8927875568,4,23,2.6978416510216525,1,0,1,0,0
2,1.0,1.0,3,1,3.0,52.3659617392,4.9319076082,1,1,2.648651281592459,1,0,0,1,0
3,1.5,1.0,1,1,1.0,52.3731244245,4.8837778523,2,0,1.2576957122726127,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3614730939,4.8649592552000005,1,0,3.0571034529554586,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3619570176,4.938275354,2,5,3.257716541601083,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3514935669,4.8570089078,1,3,4.214048498936265,0,1,1,0,0
4,1.0,2.0,1,1,1.0,52.373739316,4.8685929127000005,2,0,2.177903987620676,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3751025028,4.8741905198,2,27,1.7714478190131056,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3791525026,4.8806897848,3,2,1.2713065523547664,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3622095192,4.9254371874,3,15,2.5833095213641672,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3574848405,4.8992997521,2,4,2.4118936276814615,1,0,1,0,0
2,1.0,1.0,3,1,2.0,52.3635387628,4.8766104993,1,0,2.3284737040573433,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3773111515,4.8745914884,3,38,1.697882148729571,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3518183771,4.9430990187,4,20,4.246309680371513,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3877598523,4.9221119433,4,0,1.8093669830173766,1,0,1,0,0
1,1.0,1.0,1,2,1.0,52.3483941937,4.8436224893,1,2,5.104156485659111,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3509966257,4.8879027876,2,3,3.2290666713972835,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3656996157,4.9365901739,3,40,2.933045026246238,1,0,1,0,0
2,1.0,1.0,2,2,2.0,52.3540453968,4.8801502438,1,160,3.0852048525554983,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3657126983,4.8747328773,5,13,2.24731779282749,1,0,1,0,0
5,1.0,1.0,1,2,1.0,52.3592383008,4.8621795684,3,12,3.362060558207771,1,0,1,0,0
4,1.0,3.0,1,2,1.0,52.3411040769,4.8503746207,1,0,5.384668550138643,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3509937976,4.8956584651,1,6,3.1436351415096904,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3780208493,4.8838135587,3,7,1.0673374522013996,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3702010117,4.8854049747,1,16,1.3794999959227314,1,0,1,0,0
3,1.0,2.0,1,2,1.0,52.3823580162,4.8788570764,3,3,1.4393161308231865,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3883391983,4.886516328,2,3,1.3421018577810295,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3903086841,4.940466189,1,40,3.0452199296442832,0,1,1,0,0
2,1.0,1.0,1,1,4.0,52.3607904473,4.8624531298,3,101,3.236464609789484,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3212746436,4.9696730624,2,27,8.009501472837526,1,0,1,0,0
1,1.0,1.0,1,1,1.0,52.3558411057,4.9048390761,1,2,2.6203582107144343,1,0,0,1,0
2,1.0,1.0,2,2,2.0,52.3619557819,4.8878056969,3,21,2.0711148815392812,1,0,0,1,0
2,1.0,1.0,1,2,1.0,52.353097855,4.9027420602,3,9,2.9080731569811027,1,0,1,0,0
4,1.0,2.0,1,2,1.0,52.3678321763,4.8713151711,2,2,2.287169260810155,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3722670026,4.8883020563,2,17,1.0778137139116724,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.2994507428,4.9886021678,3,44,10.731769928748585,1,0,0,1,0
5,2.0,5.0,1,1,1.0,52.3534423849,4.8571005995,4,3,4.054127238593439,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3607147257,4.9130668229,2,8,2.2517926734759772,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3727788079,4.8847134998,2,2,1.2264878695407961,1,0,0,1,0
6,1.0,4.0,1,1,1.0,52.3574051041,4.9926899872,2,10,6.774963620115556,1,0,1,0,0
4,1.0,3.0,1,3,1.0,52.3530437019,4.9006273422,5,2,2.906533047391154,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3432885225,4.9011643297,1,0,3.991178355146353,1,0,1,0,0
2,1.0,1.0,4,1,4.0,52.3769280469,4.8912203134,3,43,0.6110272056822876,1,0,0,1,0
4,1.0,1.0,3,2,4.0,52.3782595419,4.8017068109,3,2,6.629938043885353,1,0,1,0,0
4,1.0,2.0,2,4,2.0,52.3526932483,4.8844249773,4,10,3.115437522566598,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3585114343,4.8953717199,2,6,2.3142446582264555,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3820545457,4.8713298956,5,13,1.9325754160370956,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.382050716,4.8830304241,4,4,1.1570471228210435,1,0,1,0,0
2,0.5,1.0,3,1,3.0,52.3611081392,4.9408327397,1,28,3.453654730425459,0,1,0,1,0
2,1.0,1.0,3,1,3.0,52.3624375551,4.8430514107,2,167,4.254101269245756,0,1,0,1,0
4,1.0,2.0,1,2,1.0,52.3481930756,4.8990998537,2,0,3.4444989144093254,1,0,1,0,0
2,1.0,1.0,2,1,3.0,52.3644519674,4.9000812476,9,1,1.638248536563387,1,0,1,0,0
3,1.0,1.0,1,2,1.0,52.3571696503,4.8896116499,1,5,2.535986999166415,1,0,0,1,0
4,2.0,3.0,1,4,1.0,52.3728953494,4.8764419645,3,13,1.7091988624641117,1,0,1,0,0
4,1.0,1.0,2,2,2.0,52.38149195,4.882108556,3,9,1.2025731344617374,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3699404277,4.9249429227,2,27,2.012914436696328,1,0,1,0,0
4,1.0,1.0,1,1,1.0,52.4066546968,4.9177050369,3,1,3.294110422675883,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3763308502,4.8404879316,2,67,4.0110930432095175,1,0,0,1,0
2,1.0,0.0,1,2,1.0,52.4033871299,4.9445883674,1,8,4.075417386361642,0,1,1,0,0
2,1.0,1.0,3,1,3.0,52.3001304973,4.998556515,2,1,11.066965589876316,1,0,0,1,0
6,1.0,4.0,1,4,1.0,52.3535980482,4.8824875712,2,16,3.0674011032227617,1,0,1,0,0
2,1.0,0.0,1,1,1.0,52.3765818552,4.878383618,2,6,1.456877037799156,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3418252258,4.8056933846,2,20,7.596447730022923,1,0,1,0,0
3,1.0,1.0,1,3,1.0,52.3638575588,4.9408700507,2,11,3.2874082259912276,1,0,1,0,0
6,1.0,1.0,1,2,1.0,52.3641652335,4.897744433,2,106,1.6734344998871928,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3573609129,4.9207953972,1,14,2.8257938275729466,0,1,0,1,0
4,1.0,2.0,1,2,1.0,52.3572538795,4.8958791453,3,8,2.4494274117594226,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.372918427,4.8517087693,3,15,3.311581559153272,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3707005823,4.940043394,3,3,2.912182078012267,1,0,1,0,0
2,1.0,1.0,29,1,32.0,52.3722014538,4.8645213898,2,0,2.4923078119790367,0,1,1,0,0
2,1.0,1.0,3,1,4.0,52.370863662,4.8951165645,1,10,0.9703506754597362,1,0,0,1,0
6,1.0,2.0,1,1,1.0,52.3538102521,4.8877878832,3,2,2.9287828001658593,1,0,1,0,0
3,1.0,1.0,2,2,4.0,52.3896200789,4.8892606142,3,3,1.3488856950958081,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3652508,4.9293138863,1,16,2.551357711087639,1,0,1,0,0
2,1.0,1.0,31,1,34.0,52.3419912809,4.9038283366,2,4,4.144358521371199,0,1,1,0,0
2,1.0,1.0,2,1,2.0,52.3655683885,4.8856583886,1,3,1.7787822881715205,1,0,0,1,0
2,1.0,1.0,50,1,106.0,52.3609491858,4.8902625759,3,25,2.1202103691326992,0,1,1,0,0
2,1.5,1.0,1,1,1.0,52.3691608998,4.8951982906,1,3,1.15077690223484,1,0,0,1,0
3,1.0,1.0,3,1,3.0,52.3858341945,4.9227692441,1,21,1.7467824726111165,0,1,0,1,0
2,1.5,1.0,1,1,1.0,52.3837343255,4.8516265842,3,2,3.281721801061329,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3782414761,4.8908215201,2,6,0.5934411638915936,1,0,1,0,0
4,1.0,2.0,1,1,1.0,52.3756134837,4.9000773473,2,4,0.3997416150364948,0,1,1,0,0
1,1.0,1.0,2,1,2.0,52.3850722966,4.8816530645,3,2,1.3717022584765908,1,0,0,1,0
2,1.0,1.0,2,1,2.0,52.356599237,4.8873087488,3,3,2.641607222432587,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.349227385,4.8617269854,7,0,4.198975982960388,1,0,1,0,0
2,1.0,1.0,1,1,2.0,52.3592571706,4.9373021025,4,40,3.3924117887474075,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3789004004,4.8601427194,1,0,2.6652995637078245,1,0,0,1,0
4,1.0,1.0,1,1,1.0,52.3639868534,4.9410240494,6,3,3.288941745003238,0,1,1,0,0
4,1.0,2.0,1,2,1.0,52.3744562902,4.8887535921000005,7,74,0.8951288073871942,1,0,1,0,0
2,2.0,1.0,1,1,1.0,52.3578157326,4.8896906047,1,0,2.465342371923613,1,0,0,1,0
2,1.0,1.0,2,1,2.0,52.3703829631,4.8704819043,2,0,2.194235016034613,1,0,0,1,0
2,1.0,0.0,2,1,2.0,52.3392502374,4.917528248,2,0,4.604999449199388,1,0,1,0,0
5,1.5,2.0,1,2,1.0,52.390267584,4.9241218631,2,7,2.0785051034411155,1,0,0,1,0
2,1.0,2.0,1,1,1.0,52.3616732207,4.9332953067,2,8,3.0112628237141323,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3752926855,4.8501067362,2,1,3.373928165982966,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.368205993,4.866433053,4,4,2.5497562399520315,0,1,0,1,0
2,1.0,1.0,1,1,1.0,52.3538784963,4.9053937697,3,1,2.8415842077431344,1,0,1,0,0
5,1.0,2.0,1,1,1.0,52.3441140107,4.9097902833,3,8,3.9606012334182066,1,0,1,0,0
4,2.0,3.0,1,1,1.0,52.3743797348,4.8975409388,3,0,0.5495957438591019,0,1,1,0,0
2,1.0,1.0,3,1,3.0,52.3621609851,4.8445438855,2,0,4.177128500235623,0,1,0,1,0
5,1.0,0.0,1,1,1.0,52.375617052,4.9443687819,2,9,3.0741851866377656,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3587042116,4.926405484,2,4,2.920889695888989,1,0,1,0,0
3,1.0,2.0,1,1,1.0,52.3594141907,4.9446210407,2,22,3.772272772193048,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3622549667,4.8613110271,1,42,3.198487673711803,0,1,1,0,0
2,1.0,1.0,1,1,1.0,52.3769917441,4.8732004231,3,9,1.7960550186301487,1,0,1,0,0
2,1.0,1.0,42,1,43.0,52.355915629,4.8959607301,2,19,2.596952868084553,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3423488594,4.9112442397,1,0,4.171620479477819,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3687014182,4.8671794574,2,3,2.4790497096036783,0,1,1,0,0
2,1.5,1.0,1,1,1.0,52.3633304478,4.8620828716,2,4,3.086505031525003,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3731104855,4.8602192456,2,1,2.7445118590686417,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3832994989,4.8533638145,30,6,3.158004882808504,1,0,1,0,0
6,1.5,2.0,2,5,2.0,52.3533707228,4.8402429762,2,7,4.935689614018264,1,0,1,0,0
4,1.0,1.0,1,2,1.0,52.365519622,4.9274350874,3,36,2.432518971114258,0,1,0,1,0
2,1.5,1.0,1,1,1.0,52.3739187485,4.847726483,2,0,3.5561129676397627,1,0,1,0,0
2,1.0,1.0,1,2,1.0,52.3626503859,4.8851232631,3,15,2.078472092653272,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.3611090997,4.8651262091,1,0,3.0747302691226506,1,0,1,0,0
2,1.0,1.0,4,1,4.0,52.3645496374,4.8388826267,1,18,4.418335748175946,1,0,0,1,0
2,1.0,0.0,1,1,1.0,52.3767617515,4.8443898150999996,4,1,3.7435195488056268,1,0,1,0,0
2,1.5,1.0,1,1,1.0,52.3529665916,4.8738832787,1,1,3.3906244823071408,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3729846533,4.860317386,3,44,2.7415461534123065,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3540387987,4.8781136539,3,3,3.1469452347298255,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3594029856,4.9269766192,2,1,2.8857224261189227,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.353314324,4.8872809049,2,13,2.9911864373546986,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.378377158,4.8528720879,2,3,3.1596142454596605,1,0,1,0,0
2,1.0,0.0,1,1,2.0,52.366961577,4.8838498655,2,0,1.7215376657142527,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3523930727,4.8130545111,2,0,6.574109621289635,1,0,0,1,0
2,1.0,1.0,1,1,1.0,52.363922079,4.8779055609,1,20,2.2385404884423887,0,1,0,1,0
2,1.5,1.0,1,1,1.0,52.3609319483,4.9448604076,4,1,3.690089678309592,1,0,1,0,0
4,2.0,2.0,24,1,36.0,52.3595842235,4.855766518,7,0,3.6774034465701217,1,0,1,0,0
4,1.0,3.0,1,1,1.0,52.3528094142,4.9149902282,2,0,3.115758477468868,0,1,1,0,0
4,1.0,2.0,2,2,2.0,52.3527026866,4.9085902255,4,0,3.0081957422796495,1,0,1,0,0
4,1.0,2.0,1,4,1.0,52.3705591972,4.864154615,4,4,2.578178053783382,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3626510214,4.9339506716,3,10,2.977028738450523,1,0,1,0,0
6,1.0,2.0,1,1,1.0,52.3316644749,4.872863624,1,3,5.580510301446046,0,1,1,0,0
2,1.0,1.0,2,2,3.0,52.3534360531,4.8373880924,14,14,5.090472956669173,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3613604428,4.9152484353,9,2,2.2531927056955374,1,0,1,0,0
4,1.5,2.0,1,1,1.0,52.3721304163,4.8609747051,1,1,2.724235548731222,1,0,1,0,0
3,1.0,0.0,1,2,1.0,52.3868369683,4.9303016134,4,102,2.2598125899191577,1,0,1,0,0
2,1.0,0.0,1,2,2.0,52.3714333779,4.8766671397,3,59,1.768520834031602,1,0,1,0,0
2,1.0,1.0,1,1,1.0,52.3546457639,4.8831295058,3,5,2.943131881859157,0,1,0,1,0
4,1.5,2.0,1,2,3.0,52.3554493935,4.9407053447,3,2,3.847415829959584,1,0,1,0,0
